description,rating,director1,director2,director3,writer1,writer2,writer3,writer4,releasedate,streamdate,runtime,studio,cast1,cast2,cast3,cast4,cast5,cast6,title,year,critics_consensus,genre,tomatometer,tomatometer_review_count,audience_meter,audience_review_count,js_dump_index,avg_score,avg_score_top_critics,top_critics_review_count,avg_score_audience,audience_liked_count,audience_disliked_count,want_to_see_count,pageLink
"
                With an insane asylum standing in for everyday society, Milos Forman's 1975 film adaptation of Ken Kesey's novel is a comically sharp indictment of the Establishment urge to conform. Playing crazy to avoid prison work detail, manic free spirit Randle P. McMurphy (Jack Nicholson) is sent to the state mental hospital for evaluation. There he encounters a motley crew of mostly voluntary inmates, including cowed mama's boy Billy (Brad Dourif) and silent Native American Chief Bromden (Will Sampson), presided over by the icy Nurse Ratched (Louise Fletcher). Ratched and McMurphy recognize that each is the other's worst enemy: an authority figure who equates sanity with correct behavior, and a misfit who is charismatic enough to dismantle the system simply by living as he pleases. McMurphy proceeds to instigate group insurrections large and small, ranging from a restorative basketball game to an unfettered afternoon boat trip and a tragic after-hours party with hookers and booze. Nurse Ratched, however, has the machinery of power on her side to ensure that McMurphy will not defeat her. Still, McMurphy's message to live free or die is ultimately not lost on one inmate, revealing that escape is still possible even from the most oppressive conditions. ~ Lucia Bozzola, Rovi
            ","R (N/A)
                    ",Milos Forman,NA,NA,Bo Goldman,Lawrence Hauben,NA,NA,"Nov 19, 1975
                        ","Dec 9, 1997
                        ","
                            134 minutes
                        ","
                        United Artists
                    ","
                Jack Nicholson
            ","
                Louise Fletcher
            ","
                William Redfield
            ","
                Will Sampson
            ","
                Danny DeVito
            ","
                Christopher Lloyd
            ","
                                One Flew Over the Cuckoo's Nest
                            ",1975,The onscreen battle between Jack Nicholson and Louise Fletcher serves as a personal microcosm of the culture wars of the 1970s -- and testament to the director's vision that the film retains its power more than three decades later.,"
                        
                        Classics, 
                        
                        Drama
                        
                    ",93,75,96,279,134496,9.05,8.09,14,4.52,60999,2431,46447,https://www.rottentomatoes.com/m/one_flew_over_the_cuckoos_nest
"
                MOST BEAUTIFUL ISLAND is a psychological thriller examining the plight of undocumented female immigrants hoping to make a life in New York. Shot on Super 16 with an intimate, voyeuristic sensibility, the film chronicles one harrowing day in the life of Luciana, a young immigrant woman struggling to make ends meet while striving to escape her past. As Luciana's day unfolds, she is whisked, physically and emotionally, through a series of troublesome, unforeseeable extremes. Before her day is done, she inadvertently finds herself a central participant in a cruel game. Lives are placed at risk, while psyches are twisted and broken for the perverse entertainment of a privileged few.
            ","NR
                    ",Ana Asensio,NA,NA,Ana Asensio,NA,NA,NA,"Nov 2, 2017
                        ","Nov 2, 2017
                        ","
                            80 minutes
                        ","
                        Samuel Goldwyn Films
                    ","
                Ana Asensio
            ","
                Natasha Romanova
            ","
                David Little
            ","
                Nicholas Tucci
            ","
                Larry Fessenden
            ","
                Caprice Benedetti
            ",Most Beautiful Island,NA,"Most Beautiful Island plunges audiences into a little-seen sector of society, with writer-director Ana Asensio's fearless performance leading the way.","
                        
                        Drama, 
                        
                        Mystery & Suspense
                        
                    ",93,45,47,530,134008,7.01,6.38,13,2.88,58,66,374,https://www.rottentomatoes.com/m/most_beautiful_island
"
                Based on the poignantly optimistic autobiographical writings of California-based journalist and poet Mark O'Brien, The Sessions tells the story of a man confined to an iron lung who is determined - at age 38 - to lose his virginity. With the help of his therapists and the guidance of his priest, he sets out to make his dream a reality. -- (C) Fox Searchlight
            ","R (for strong sexuality including graphic nudity and frank dialogue)
                    ",Ben Lewin,NA,NA,Ben Lewin,NA,NA,NA,"Oct 19, 2012
                        ","Feb 12, 2013
                        ","
                            95 minutes
                        ","
                        Fox Searchlight Pictures
                    ","
                John Hawkes
            ","
                Helen Hunt
            ","
                William H. Macy
            ","
                Annika Marks
            ","
                Moon Bloodgood
            ","
                Adam Arkin
            ","
                                The Sessions
                            ",2012,"Tender, funny, and touching, The Sessions provides an acting showcase for its talented stars and proves it's possible for Hollywood to produce a grown-up movie about sex.","
                        
                        Comedy, 
                        
                        Drama
                        
                    ",91,202,80,23,141517,7.83,7.93,54,3.86,6272,1548,10657,https://www.rottentomatoes.com/m/the_sessions
"
                Officially a sequel to Val Lewton's psychological-horror classic Cat People (1942), Curse of the Cat People is in fact an engrossing and oftimes charming fantasy, told from a child's point of view. Six-year-old Ann Carter plays Amy Reed, the lonely daughter of eternally preoccupied Oliver Reed (Kent Smith). Amy's vivid imagination and inability to get along with her schoolmates leads Oliver to worry that the girl will start exhibiting the psychopathic tendencies of his long-deceased first wife Irena (Simone Simon), the obsessive ""Cat Woman"" in the earlier film. Oliver's second wife Alice (Jane Randolph) and Amy's sympathetic schoolteacher (Eve March) try to help, but Amy prefers the company of elderly Julia Farren (Julia Dean), a harmlessly crazy ex-actress who lives in a forbidding mansion with her neurotic daughter Barbara (Elizabeth Russell). Insanely jealous of Amy, Barbara ultimately tries to do the girl harm, but she is thwarted in this effort by the ghost of Irena, Amy's self-appointed guardian angel. Advertised as a horror picture, Curse of the Cat People has only one genuine ""shock"" scene; otherwise, the most frightening moment in the film is Julia Farren's spirited rendition of ""The Midnight Ride of Paul Revere."" Saddled with a lurid title, producer Lewton and screenwriter DeWitt Bodeen chose to offer a fascinating glimpse into the wonderfully boundless realm of a child's imagination, and in this respect the film is an unqualified success. ~ Hal Erickson, Rovi
            ","NR
                    ",Gunther v. Fritsch,Robert Wise,Gunther von Fritsch,DeWitt Bodeen,NA,NA,NA,"Oct 8, 1945
                        ","Oct 4, 2005
                        ","
                            70 minutes
                        ","
                        WARNER BROTHERS PICTURES
                    ","
                Ann Carter
            ","
                Simone Simon
            ","
                Kent Smith
            ","
                Jane Randolph
            ","
                Elizabeth Russell
            ","
                Eve March
            ",The Curse of the Cat People,NA,"Foregoing the horror thrills of its predecessor in favor of childhood fantasy, Curse of the Cat People is a touching and psychologically complex family film couched in a ghost story.","
                        
                        Drama, 
                        
                        Kids & Family, 
                        
                        Science Fiction & Fantasy
                        
                    ",90,29,66,3,132131,7.3,6.12,4,3.52,289,150,490,https://www.rottentomatoes.com/m/curse_of_the_cat_people
"
                From master story teller, Guillermo del Toro, comes THE SHAPE OF WATER - an other-worldly fairy tale, set against the backdrop of Cold War era America circa 1962. In the hidden high-security government laboratory where she works, lonely Elisa (Sally Hawkins) is trapped in a life of isolation. Elisa's life is changed forever when she and co-worker Zelda (Octavia Spencer) discover a secret classified experiment. Rounding out the cast are Michael Shannon, Richard Jenkins, Doug Jones and Michael Stuhlbarg.
            ","R (for sexual content, graphic nudity, violence and language)
                    ",Guillermo del Toro,NA,NA,Guillermo del Toro,Vanessa Taylor,NA,NA,"Dec 22, 2017
                        ","Mar 13, 2018
                        ","
                            119 minutes
                        ","
                        Fox Searchlight Pictures
                    ","
                Sally Hawkins
            ","
                Michael Shannon
            ","
                Richard Jenkins
            ","
                Doug Jones
            ","
                Michael Stuhlbarg
            ","
                Octavia Spencer
            ",The Shape of Water,NA,The Shape of Water finds Guillermo del Toro at his visually distinctive best -- and matched by an emotionally absorbing story brought to life by a stellar Sally Hawkins performance.,"
                        
                        Drama, 
                        
                        Science Fiction & Fantasy, 
                        
                        Romance
                        
                    ",92,434,72,25,138461,8.39,8.14,59,3.68,8241,3173,24166,https://www.rottentomatoes.com/m/the_shape_of_water_2017
"
                After 81 days of solitary detention world famous Chinese artist Ai Weiwei is put under house arrest. He suffers from sleeping disorder and memory loss, 18 cameras are monitoring his studio and home, police agents follow his every move, and heavy restrictions from the Kafkaesque Chinese authorities weigh him down. Picking up where Alison Klayman's Ai Weiwei: Never Sorry left off, AI WEIWEI THE FAKE CASE is more explicitly political, reflecting Ai's battle against the gigantic lawsuit thrust upon him by the Chinese government in an effort to silence him. Ai Weiwei is shaken, but during his year on probation he steadily finds new ways to provoke and challenge the mighty powers of the Chinese authorities in his fight for human rights and free expression. The film also features the creation of S.A.C.R.E.D., a new work depicting Ai's time in prison, which premiered during the Venice Biennale. (C) International Film Circuit
            ","NR
                    ",Andreas Johnsen,NA,NA,NA,NA,NA,NA,"May 16, 2014
                        ","Jan 6, 2015
                        ","
                            89 minutes
                        ","
                        International Film Circuit Inc.
                    ","
                Ai Weiwei
            ","
                Ai Lao II
            ","
                Wang Feng
            ","
                Gao Ying II
            ","
                Jerome A. Cohen
            ","
                Larry Warsh
            ",Ai Weiwei: The Fake Case,NA,No consensus yet.,"
                        
                        Documentary, 
                        
                        Drama, 
                        
                        Musical & Performing Arts
                        
                    ",93,27,69,268,135983,7.14,7.36,13,3.7,22,10,158,https://www.rottentomatoes.com/m/ai_weiwei_the_fake_case
"
                A 12-year-old boy befriends a mysterious young girl whose appearance in town suspiciously coincides with a horrifying series of murders in director Tomas Alfredson's adaptation of the book by author John Ajvide Lindqvist, who also wrote the screenplay. Oskar is a young boy who can't seem to shake off the local bullies, but all of that begins to change when a new neighbor moves in next door. After striking up an innocent friendship with his eccentric next-door neighbor, Oskar realizes that she is the vampire responsible for the recent rash of deaths around town. Despite the danger, however, Oskar's friendship with the girl ultimately takes precedence over his fear of her.
            ","R (for some bloody violence including disturbing images, brief nudity and language)
                    ",Tomas Alfredson,NA,NA,John Ajvide Lindqvist,NA,NA,NA,"Jan 26, 2008
                        ","Mar 10, 2009
                        ","
                            114 minutes
                        ","
                        Magnet/Magnolia Pictures
                    ","
                Kre Hedebrant
            ","
                Lina Leandersson
            ","
                Per Ragnar
            ","
                Henrik Dahl
            ","
                Karin Bergquist
            ","
                Peter Carlberg
            ","
                                Let the Right One In
                            ",2008,Let the Right One In reinvigorates the seemingly tired vampire genre by effectively mixing scares with intelligent storytelling.,"
                        
                        Art House & International, 
                        
                        Drama, 
                        
                        Horror
                        
                    ",98,190,90,61,139787,8.29,8.06,46,4.21,25518,2932,11683,https://www.rottentomatoes.com/m/let_the_right_one_in
"
                Dead Man's Shoes and This Is England director Shane Meadows takes the helm for this monochromatic childhood drama concerning two young friends living in London, and their efforts not to turn out like their aimless fathers. Tomo has just turned 16, and as a result he's no longer under parental care. Eager to escape the Midlands and seek out a better life in London, Tomo sets out for the big city and strikes up a friendship with Polish immigrant Marek while traversing the streets of Somers Town. Marek is a quiet and sensitive boy who harbors a growing interest in photography and still lives with his father. But Marek's father is a hopeless drunk, and doesn't even notice when his son invites Tomo to share their apartment. Most days, Tomo and Marek are content to pass earning some quick cash from an eccentric neighbor, wandering the streets, and admiring a pretty French waitress named Maria who works at a nearby caf. Eventually, the two become obsessed with the girl and begin tracking her every move. But one day Maria simply vanishes, leaving the boys to feel as if they have lost their muse. Later that night, Tomo and Marek decide to dull their pain by sharing a bottle. Of course, it's this very same night that Marek's father discovers his son has taken in a new roommate, and Tomo is swiftly evicted. As a result, the growing bond between the two boys is put to the ultimate test. ~ Jason Buchanan, Rovi
            ","NR
                    ",Shane Meadows,NA,NA,Paul Fraser,NA,NA,NA,"Jul 15, 2009
                        ","Dec 31, 2009
                        ","
                            75 minutes
                        ","
                        Film Movement
                    ","
                Perry Benson
            ","
                Thomas Turgoose
            ","
                Piotr Jagiello
            ","
                Ireneusz Czop
            ","
                Kate Dickie
            ","
                Elisa Lasowski
            ","
                                Somers Town
                            ",2009,"Shane Meadows hits the spot with this short but sweet slice of good natured comedy, surprisingly, as it's essentially an extended black & white advert for a train station.","
                        
                        Art House & International, 
                        
                        Comedy, 
                        
                        Drama
                        
                    ",96,55,75,19,136296,7.4,7.32,22,3.68,905,304,3009,https://www.rottentomatoes.com/m/somers_town
"
                Though it is seldom discussed (or acknowledged) in the West, modern-day France incorporates a substantial number of immigrant communities, with many indigenes from North Africa populating the bucolic regions of southern Gaul. Abdel Kechiche's La Graine et le Mulet hones in on one such community, located on the ocean, which exudes a laid-back, unforced rhythm and a slower pace of life for all of its residents. For many years, one such occupant, sexagenarian Slimane Beiji (Habib Boufares), has nurtured a single lifelong dream: to open up his own couscous and fish restaurant in the community. This dream appears ever more impossible when Slimane is promptly laid off, but he soon lands on the idea of occupying a wrecked boat and converting it into the restaurant. Meanwhile, the gentleman has recently divorced his wife, Souad (Bouraouia Marzouk), and has moved into a hotel owned by his lover, Latifa (Hatika Karaoui), but Slimane's extended family continues to meet at Souad's home on a weekly basis for her beloved fish couscous, where they expostulate their views on life and reflect on the state of their relationships with one another. In a tangentially related subplot, Slimane's oldest son, Hamid (Abdelhamid Aktouche), enjoys an extramarital affair, ignoring his nuptials with his Russian wife and the presence of his infant boy, and thus endangering the sanctity and happiness of his family. ~ Nathan Southern, Rovi
            ","NR
                    ",Abdel Kechiche,NA,NA,Abdel Kechiche,NA,NA,NA,"Sep 3, 2007
                        ","Jul 27, 2010
                        ","
                            151 minutes
                        ","
                        IFC Films
                    ","
                Habib Boufares
            ","
                Hafsia Herzi
            ","
                Abdelhamid Aktouche
            ","
                Bouraoua Marzouk
            ","
                Farida Benkhetache
            ","
                Alice Houri
            ","
                                La Graine et le Mulet (The Secret of the Grain) (Couscous)
                            ",2007,"A complex portrait of an immigrant family, The Secret of the Grain is a sprawling, intimate film with many fine performances.","
                        
                        Art House & International, 
                        
                        Drama
                        
                    ",93,54,76,9,135116,7.77,7.78,19,3.77,925,285,1290,https://www.rottentomatoes.com/m/10009066-la_graine_et_le_mulet
"
                A sequel to the sci-fi action thriller that made him and star Arnold Schwarzenegger A-list Hollywood names, writer/director James Cameron upped the ante with this follow-up by employing a more sweeping storyline and cutting-edge special effects. Linda Hamilton returns as Sarah Connor, now a single mother to rebellious teen John Connor (Edward Furlong), during the late nineties. Having been informed by a time-traveling soldier in the first film that John will one day grow up to become humanity's savior from a computer-controlled Armageddon, Sarah has responded by becoming a muscle-bound she-warrior bent on educating John in survival tactics and battle strategies. Her ranting about humankind's future has landed Sarah in an insane asylum and John in the foster care system. The rebellious John has responded to his situation by getting into scrapes with the law. When a new and improved Terminator android called the T-1000 (Robert Patrick) arrives from the future to eliminate John, an older model T-800 (Schwarzenegger) is sent to protect the boy. The T-1000, however, has the ability to morph itself into any shape it desires, allowing it chameleon-like powers and near indestructibility. The T-800 saves John's life and helps break Sarah out of the institution. Staying only one step ahead of the dogged T-1000, Sarah leads her son and the T-800 to the headquarters of Cyberdyne Systems, the company that will invent a robotic intelligence that will eventually take over the world. There, they attempt to convince inventor Miles Dyson (Joe Morton) to help them stop the future from ever occurring by destroying his work. Dyson sacrifices himself in an explosion to save the world, leading to a final showdown between the two Terminators at a steel foundry. Terminator 2: Judgment Day (1991), which won four Oscars in technical categories for its groundbreaking effects, was followed by a short sequel filmed exclusively as an attraction for theme parks, Terminator 2: 3-D Battle Across Time (1996). ~ Karl Williams, Rovi
            ","R (for strong sci-fi action and violence, and for language)
                    ",James Cameron,NA,NA,William Wisher Jr.,James Cameron,NA,NA,"Jul 3, 1991
                        ","Mar 31, 1998
                        ","
                            153 minutes
                        ","
                        TriStar Pictures
                    ","
                Arnold Schwarzenegger
            ","
                Linda Hamilton
            ","
                Edward Furlong
            ","
                Robert Patrick
            ","
                Earl Boen
            ","
                Joe Morton
            ",Terminator 2: Judgment Day,NA,"T2 features thrilling action sequences and eye-popping visual effects, but what takes this sci-fi/ action landmark to the next level is the depth of the human (and cyborg) characters.","
                        
                        Action & Adventure, 
                        
                        Drama, 
                        
                        Science Fiction & Fantasy
                        
                    ",93,81,94,748,138940,8.5,7.71,26,4.45,60757,3556,30543,https://www.rottentomatoes.com/m/terminator_2_judgment_day
"
                Midnight Express is a harrowing tale of a nave American caught in a nightmare of his own making thousands of miles from his home. Billy Hayes (Brad Davis) is an American tourist visiting Turkey with his girlfriend Susan (Irene Miracle) when he's caught by customs officials trying to smuggle a large amount of hashish out of the country. The crime would normally carry a sentence of four years, but officials decide to make an example of Billy, and he draws a 30-year sentence despite the promises of his Turkish legal counsel. While Susan and Billy's father (Mike Kellin) pledge to do everything they can to speed Billy's release, in fact there's little than can be done. Billy quickly finds himself in a hellish prison that's a nightmare of filth, violence, rape, inedible food, and unspeakable health conditions. However, Billy gains a few confidantes behind bars: Jimmy (Randy Quaid), an American in a constant state of emotional overdrive; Max (John Hurt), an intelligent, drug-addicted Englishman; and Erich (Norbert Weisser), a gay Scandinavian who is attracted to Billy but accepts his gentle refusals of sex. Before long, Billy is convinced that he can take no more, and he makes plans to take the ""midnight express"" -- jailhouse slang for escape. While his friends are willing to help, they also make clear that almost no one who has tried to escape has lived to tell the tale. Based on a true story, Midnight Express was a box-office hit which won wide acclaim for the performances of Brad Davis and John Hurt; and the screenplay, by Oliver Stone, won an Academy Award. ~ Mark Deming, Rovi
            ","R (adult situations/language, nudity, violence)
                    ",Alan Parker,NA,NA,Oliver Stone,NA,NA,NA,"Sep 20, 1978
                        ","May 22, 2001
                        ","
                            121 minutes
                        ","
                        Sony Pictures Home Entertainment
                    ","
                Brad Davis
            ","
                Randy Quaid
            ","
                John Hurt
            ","
                Mike Kellin
            ","
                Bo Hopkins
            ","
                Paul L. Smith
            ","
                                Midnight Express
                            ",1978,"Raw and unrelenting, Midnight Express is riveting in its realistic depiction of incarceration -- mining pathos from the simple act of enduring hardship.","
                        
                        Drama, 
                        
                        Mystery & Suspense
                        
                    ",96,25,89,31,133475,7.73,7.75,2,4.17,4823,579,4457,https://www.rottentomatoes.com/m/midnight_express
"
                The crew of a Royal Navy ship embarks on a mission to fight the flotilla of Napoleon. Captain Crawford (Alec Guinness) is the firm but fair disciplinarian whose leaves the punishment to sadistic underling Lieutenant Scott-Paget (Dirk Bogarde). The lieutenant delights in the incessant floggings of the crew for whatever reason as he plots to take over the captain's position. Meanwhile, bad food, unsanitary conditions and the stings of leather whips have the crew talking of a bloody mutiny.
            ","NR (adult situations/language, violence)
                    ",Lewis Gilbert,NA,NA,Nigel Kneale,Edmund H. North,NA,NA,"Jan 1, 1962
                        ","Oct 10, 2000
                        ","
                            101 minutes
                        ","
                        Sony Pictures Home Entertainment
                    ","
                Alec Guinness
            ","
                Dirk Bogarde
            ","
                Tom Bell
            ","
                Nigel Stock
            ","
                Maurice Denham
            ","
                Richard Carpenter
            ","
                                Damn the Defiant!
                            ",1962,No consensus yet.,"
                        
                        Action & Adventure, 
                        
                        Art House & International, 
                        
                        Classics, 
                        
                        Drama
                        
                    ",100,6,62,1,135522,6.17,0,0,3.67,54,33,149,https://www.rottentomatoes.com/m/damn_the_defiant
"
                It's summertime in Denmark, and at the Great House a celebration is about to begin: Helge Klingenfeldt, patriarch and lord of the manor, is turning sixty. Invitations have been issued, the seating plan drawn up, and now the guests' cars are pulling into the drive up to the entrance: friends, relatives, and of course, the patriarch's next of kin: Elsa, his wonderful wife, and their three grown-up children, Christian, Michael, and Helene. The head of the family is to be fted in a way nobody will ever forget.
            ","R (for strong sexual content and language, including references to sexual abuse)
                    ",Thomas Vinterberg,NA,NA,Thomas Vinterberg,Mogens Rukov,NA,NA,"Jun 19, 1998
                        ","Apr 12, 2005
                        ","
                            106 minutes
                        ","
                        October Films
                    ","
                Ulrich Thomsen
            ","
                Henning Moritzen
            ","
                Birthe Neumann
            ","
                Thomas Bo Larsen
            ","
                Paprika Steen
            ","
                Trine Dyrholm
            ","
                                The Celebration (Festen)
                            ",1998,No consensus yet.,"
                        
                        Art House & International, 
                        
                        Comedy, 
                        
                        Drama
                        
                    ",92,39,94,20,132569,8.09,8.42,6,4.4,4595,268,1999,https://www.rottentomatoes.com/m/1094723-celebration
"
                One glance at the 1989 Daughter of the Nile will convince the viewer that this is not the cheapjack 1969 American TV movie of the same name. Instead, this is a compelling Taiwanese drama about a wistful schoolgirl (Yang Lin) who is peripherally involved in a teen-aged crime ring. She escapes from the harshness of her surrounding reality by reading her favorite comic book, Daughter of the Nile. Despite its inherent whimsical nature, the film is a straight-on look at urban decay in modern Taiwan. Daughter of the Nile was originally released as Nilouhe Nuer. ~ Hal Erickson, Rovi
            ","NR
                    ",Hsiao-hsien Hou,NA,NA,NA,NA,NA,NA,"Jan 1, 1987
                        ","Mar 20, 2018
                        ","
                            91 minutes
                        ","

                            91 minutes
                        
","
                Yang Lin
            ","
                Kao Jai
            ","
                Fan Yang
            ","
                Tianlu Li
            ","
                Ts'ui Fu-Sheng
            ","
                Hsin Shu-fen
            ",Daughter of the Nile (Ni luo he nu er),NA,No consensus yet.,"
                        
                        Art House & International, 
                        
                        Drama
                        
                    ",100,5,86,141,132170,9,0,1,3.71,12,2,70,https://www.rottentomatoes.com/m/ni-luo-he-nu-er-daughter-of-the-nile
"
                James Downey is living a disciplined and straight edge lifestyle as a result of growing up with an abusive alcoholic father. His estranged cousin Danny is drowning his own trauma with drugs and booze. When their lives are forced to intersect once more, they each begin to unravel as the past returns with violent and tragic consequences. Featuring a blistering punk/hardcore soundtrack, Crown and Anchor is a slow-burn drama delivered with the intensity of a punch to the gut.
            ","NR
                    ",Andrew Rowe (VII) ,NA,NA,Andrew Rowe (VII) ,NA,NA,NA,"Sep 12, 2018
                        ","Jul 2, 2019
                        ","
                            120 minutes
                        ","
                        Uncork'd Entertainment
                    ","
                Michael Rowe (IX) 
            ","
                Matt Wells (XVI) 
            ","
                Natalie Brown
            ","
                Robert Joy
            ","
                Stephen McHattie
            ","
                Andy Jones
            ",Crown and Anchor,NA,No consensus yet.,"
                        
                        Art House & International, 
                        
                        Drama
                        
                    ",NA,NA,NA,NA,135473,6.5,0,1,",""audienceVerified"":{}};
root.RottenTomatoes.context.wantToSeeData = {""wantToSeeCount"":5,""ratingsStartDate"":""2017-12-31T21:00:00Z""};
root.RottenTomatoes.context.scoreBoardViewModel = {""hasMovieData"":true,""isReleased"":true,""releaseDate"":""Sep 12, 2018"",""showtimesLink"":""\u002Fshowtimes"",""isVerified"":false,""canVerifyRatings"":false,""isPrerelease"":false,""initialCriticProgress"":0,""initialAudienceProgress"":0,""counts"":{""allCritics"":5,""topCritics"":1,""allAudience"":0,""verifiedAudience"":0},""critics"":{""avgScore"":6.5,""freshCount"":5,""numberOfReviews"":5,""rottenCount"":0,""score"":100,""tomatometer",""":{},""audienceVerified"":{}};
root.RottenTomatoes.context.wantToSeeData = {""wantToSeeCount"":5,""ratingsStartDate"":""2017-12-31T21:00:00Z""};
root.RottenTomatoes.context.scoreBoardViewModel = {""hasMovieData"":true,""isReleased"":true,""releaseDate"":""Sep 12, 2018"",""showtimesLink"":""\u002Fshowtimes"",""isVerified"":false,""canVerifyRatings"":false,""isPrerelease"":false,""initialCriticProgress"":0,""initialAudienceProgress"":0,""counts"":{""allCritics"":5,""topCritics"":1,""allAudience"":0,""verifiedAudience"":0},""critics"":{""avgScore"":6.5,""freshCount"":5,""numberOfReviews"":5,""rottenCount"":0,""score"":100,""tomatometerS",,5,https://www.rottentomatoes.com/m/crown_and_anchor
"
                Director Monte Hellman used his beloved ""hunter as hunted"" theme for his near-existential western The Shooting. Jack Nicholson and Warren Oates are starred in this bare-bones tale of an ex-bounty hunter (Oates) with a price on his head and the cocky young gun (Nicholson) who hopes to collect. The film seems to be exclusively populated by Life's Losers; but even with portents of doom throughout, the ending is still a jaw-dropping experience. Demonstrating the parsimony he'd learned while working with Roger Corman, director Hellman shot The Shooting in Utah simultaneously with another feature, Ride in the Whirlwind, for a combined budget of $150,000. Completed in 1967, The Shooting did not receive widespread release until after Jack Nicholson achieved stardom in the early 1970s.
            ","PG-13 (violence)
                    ",Monte Hellman,NA,NA,Adrien Joyce,NA,NA,NA,"Jan 1, 1967
                        ","Nov 30, 2004
                        ","
                            82 minutes
                        ","
                        VCI
                    ","
                Jack Nicholson
            ","
                Warren Oates
            ","
                Will Hutchins
            ","
                B.J. Merholz
            ","
                Millie Perkins
            ","
                Charles Eastman
            ","
                                The Shooting
                            ",1967,No consensus yet.,"
                        
                        Action & Adventure, 
                        
                        Classics, 
                        
                        Drama, 
                        
                        Western
                        
                    ",100,18,66,1,133507,8.46,0,1,3.61,152,79,415,https://www.rottentomatoes.com/m/1018885-shooting
"
                Acclaimed auteur Christopher Nolan directs this World War II thriller about the evacuation of Allied troops from the French city of Dunkirk before Nazi forces can take hold. Tom Hardy, Kenneth Branagh and Mark Rylance co-star, with longtime Nolan collaborator Hans Zimmer providing the score.
            ","PG-13 (for intense war experience and some language)
                    ",Christopher Nolan,NA,NA,Christopher Nolan,NA,NA,NA,"Jul 21, 2017
                        ","Dec 19, 2017
                        ","
                            107 minutes
                        ","
                        Warner Bros. Pictures
                    ","
                Fionn Whitehead
            ","
                Tom Glynn-Carney
            ","
                Jack Lowden
            ","
                Harry Styles
            ","
                Aneurin Barnard
            ","
                James D'Arcy
            ",Dunkirk,NA,"Dunkirk serves up emotionally satisfying spectacle, delivered by a writer-director in full command of his craft and brought to life by a gifted ensemble cast that honors the fact-based story.","
                        
                        Action & Adventure, 
                        
                        Drama
                        
                    ",93,443,81,68,137025,8.67,8.77,61,3.99,25420,6103,33214,https://www.rottentomatoes.com/m/dunkirk_2017
"
                John Sayles' immediate and unsentimental tale of growing respect and affection between a paraplegic and her straight-talking nurse stars Mary McDonnell as soap-opera actress Mary-Alice Culhane. After an automobile accident, she discovers herself paralyzed in a hospital bed. Sinking into depression, Mary-Alice rages against the other patients and the medical staff. Eager to be rid of her, the doctors allow her to leave the hospital and return to her girlhood home in the Louisiana bayou. Back home, Mary-Alice frightens off a succession of home-care nurses until a young black woman named Chantelle (Alfre Woodard) arrives to give the job a try. Chantelle is as strong-willed as Mary-Alice, and they constantly clash until Mary-Alice begins to soften a bit. Chantelle then discovers Mary-Alice is a recovering drug addict. Since Mary-Alice has sunken into alcoholism under the weight of her paralysis, they form a common link that binds them together. When visitors begin to come around -- particularly Rennie (David Straithairn) for Mary-Alice and local cowboy Sugar LeDoux (Vondie Curtis-Hall) for Chantelle -- the women realize they must learn to overcome their distrust of people and give a little of themselves to get a bit closer.
            ","R
                    ",John Sayles,NA,NA,John Sayles,NA,NA,NA,"Dec 11, 1992
                        ","Mar 30, 1999
                        ","
                            136 minutes
                        ","
                        Sony Pictures Home Entertainment
                    ","
                Mary McDonnell
            ","
                Alfre Woodard
            ","
                David Strathairn
            ","
                Angela Bassett
            ","
                Nora Dunn
            ","
                Sheila Kelley
            ","
                                Passion Fish
                            ",1992,No consensus yet.,"
                        
                        Comedy, 
                        
                        Drama
                        
                    ",100,24,82,2,132945,7.74,7.88,4,4,274,59,466,https://www.rottentomatoes.com/m/passion_fish
"
                Hard-hitting and gritty, this prison film chronicles the cruelty of a sadistic, egomaniacal prison guard who vents his considerable hatred upon the inmates of Cell R17. One inmate in particular tires of the abuse and begins plotting a daring escape after spending time in solitary confinement.
            ","G
                    ",Jules Dassin,NA,NA,Richard Brooks,NA,NA,NA,"Jan 1, 1947
                        ","Apr 17, 2007
                        ","
                            94 minutes
                        ","
                        Criterion Collection
                    ","
                Burt Lancaster
            ","
                Hume Cronyn
            ","
                Charles Bickford
            ","
                Howard Duff
            ","
                Yvonne De Carlo
            ","
                Ann Blyth
            ","
                                Brute Force
                            ",1947,No consensus yet.,"
                        
                        Classics, 
                        
                        Drama
                        
                    ",91,11,87,1,134369,7.5,7.62,4,3.94,359,55,245,https://www.rottentomatoes.com/m/brute_force
